site_id,species,life_form,spines,leaf_type,growth_form_1,growth_form_2,growth_form_3,growth_form_4,growth_form_5,growth_form_mode,biomass_density_1,biomass_density_2,biomass_density_3,biomass_density_4,biomass_density_5,biomass_density_mode,leaf_length_1,leaf_length_2,leaf_length_3,leaf_length_4,leaf_length_5,leaf_length_mean,leaf_width_1,leaf_width_2,leaf_width_3,leaf_width_4,leaf_width_5,leaf_width_mean,plant_height_1,plant_height_2,plant_height_3,plant_height_4,plant_height_5,plant_height_mean
knp_satara_out,Combretum hereroense,t,n,si,mst,mst,mst,sst,mst,mst,eh,eh,eh,eh,eh,eh,3.4,3.5,2.4,2.5,4,3.16,2,1.7,2.3,0.9,2.1,1.8,400,390,480,450,480,440
knp_nkuhlu_full_in,Combretum hereroense,s,n,si,mss,mss,mss,,,mss,h,m,h,,,h,3.5,4,3.6,,,3.7,1.5,2.8,2.3,,,2.2,250,10,248,,,169.3333333
knp_satara_in,Combretum hereroense,t,n,si,mst,mst,,,,mst,m,h,,,,h,2.8,2.9,,,,2.85,1.3,1.8,,,,1.55,30,550,,,,290
knp_nkuhlu_full_out,Combretum hereroense,s,n,si,sss,sss,sss,,,sss,l,h,m,,,h,6.5,4,3.7,,,4.733333333,4.5,2.4,2.6,,,3.166666667,100,170,56,,,108.6666667
knp_roan_out,Combretum imberbe,t,n,si,sst,sst,sst,sst,sss,sst,eh,eh,eh,h,h,eh,3.5,3.5,3,4,3.5,3.5,1.6,1.7,1.5,1.7,1.6,1.62,460,395,250,570,210,377
knp_roan_in,Combretum imberbe,t,n,si,mst,mst,mss,mst,mst,mst,h,h,eh,h,h,h,3.2,4,3.1,5,4.2,3.9,2.6,1.6,1.7,2.4,2,2.06,500,450,200,500,500,430
knp_satara_out,Combretum imberbe,t,>2,si,sst,sst,sss,mst,mst,sst,h,l,h,h,eh,h,2.6,2.3,1.8,4,3.7,2.88,1.5,1.7,0.8,1.7,1.5,1.44,228,155,110,500,400,278.6
knp_satara_in,Combretum imberbe,s,>2,si,sss,mss,mss,mss,mst,mss,h,h,h,m,h,l,2.9,2.5,3,2.8,3,2.84,1.3,1,1.4,1.3,1.8,1.36,240,180,230,170,400,244
pnr_in,Commelina africana,f,n,si,crf,,,,,crf,l,,,,,l,11.6,,,,,11.6,2,,,,,2,13,,,,,13
addo_nyathi_full_out,Commelina africana,f,n,si,mf,mf,mf,mf,mf,mf,l,l,l,l,l,l,6.4,5.2,6.5,2.5,5,5.12,1.6,1.6,1.4,1.7,1.4,1.54,45,30,19,22,34,30
addo_jack_out,Commelina africana,f,n,si,sf,sf,sf,crf,sf,sf,l,l,l,l,l,l,3.5,3.5,5,8.9,5.1,5.2,0.7,0.8,1.1,1.3,1.3,1.04,9,6,8,10.3,6.5,7.96
addo_nyathi_full_in,Commelina africana,f,n,si,sf,sf,sf,sf,sf,sf,l,l,l,l,l,l,4,4,2.5,3,4.5,3.6,1.5,1.2,1.5,1,1.1,1.26,30,12,8,20,18,17.6
pnr_out,Commelina africana,f,n,si,sf,,,,,sf,m,,,,,m,6.5,,,,,6.5,1.6,,,,,1.6,21,,,,,21
addo_jack_in,Commelina benghalensis,f,n,si,crf,crf,,,,crf,m,l,,,,l,4.2,4.7,,,,4.45,2.4,2.7,,,,2.55,12.5,7,,,,9.75
addo_nyathi_full_in,Commelina benghalensis,f,n,si,crf,crf,crf,crf,crf,crf,l,l,l,l,l,l,3,3.5,3,3,3,3.1,1.2,1.5,1.7,1.5,1.3,1.44,18,20,23,18,27,21.2
addo_jack_out,Commelina benghalensis,f,n,si,crf,crf,crf,crf,crf,crf,m,m,m,m,m,m,4,3.5,4,4,4.5,4,2.5,2.5,3,2.6,2.9,2.7,11,9,10,6,12,9.6
knp_nkuhlu_full_out,Commelina benghalensis,f,n,si,sf,,,,,sf,m,,,,,m,6.7,,,,,6.7,3.2,,,,,3.2,22,,,,,22
pnr_in,Commelina erecta,f,n,si,mf,mf,,,,mf,l,l,,,,l,11,9.2,,,,10.1,1.8,1.8,,,,1.8,51,52,,,,51.5
knp_roan_in,Commelina erecta,f,n,si,sf,sf,sf,sf,sf,sf,l,l,l,l,l,l,7.5,8.5,10,12,9.5,9.5,1.5,1.5,1.6,1.5,1.1,1.44,53,72,55,60,90,66
knp_nkuhlu_full_in,Commiphora africana,s,n,si,mss,,,,,mss,h,,,,,h,2.4,,,,,2.4,1.7,,,,,1.7,90,,,,,90
knp_satara_in,Commiphora pyracanthoides,t,>2,si,mst,mst,,,,mst,m,m,,,,m,2.4,5.1,,,,3.75,1.8,2.2,,,,2,271,410,,,,340.5
knp_roan_out,Corbichonia decumbens,f,n,si,rf,sf,rf,rf,,rf,l,l,l,l,,l,3,3,2,3,,2.75,2,2.5,1.5,2.4,,2.1,12,15,20,8,,13.75
knp_nkuhlu_full_out,Corchorus confusus,f,n,si,rf,sf,sf,rf,sf,sf,l,l,l,l,l,l,3,1.8,3.5,2.6,2.9,2.76,1,0.5,1,0.4,0.7,0.72,17,14,18,8,12,13.8
knp_roan_out,Corchorus confusus,f,n,si,sf,sf,sf,sf,sf,sf,l,l,l,l,l,l,4.5,4.5,6.5,6,5,5.3,0.7,0.6,1,1,0.9,0.84,50,30,50,45,37,42.4
pnr_out,Cordia monoica,t,n,si,mst,,,,,mst,h,,,,,h,6,,,,,6,3,,,,,3,350,,,,,350
knp_roan_out,Cordylostigma virgatum,f,n,si,sf,sf,,,,sf,l,l,,,,l,3.5,4,,,,3.75,0.8,0.6,,,,0.7,30,33,,,,31.5
knp_satara_out,Cordylostigma virgatum,f,n,si,sf,sf,sf,sf,,sf,l,l,l,l,,l,3.2,4.4,4.4,4.5,,4.125,0.3,0.2,0.3,0.2,,0.25,11,40,2.5,2.6,,14.025
knp_nkuhlu_full_in,Cordylostigma virgatum,f,n,si,sf,rf,rf,rf,rf,rf,m,l,m,m,m,m,1.7,2.6,2.7,3,2.4,2.48,0.4,0.5,0.6,0.6,0.5,0.52,21,16,20,28,22,21.4
knp_nkuhlu_full_out,Cordylostigma virgatum,f,n,si,rf,rf,rf,rf,rf,rf,m,m,m,l,l,m,3,2.4,2.9,1.6,1.5,2.28,0.5,0.6,0.5,0.4,0.3,0.46,18,21,20,38,35,26.4
addo_nyathi_full_in,Cotyledon velutina,f,n,si,susf,susf,susf,susf,susf,susf,h,h,h,m,m,h,6.8,4.6,7.7,11,8.6,7.74,3.3,3.5,3.7,5.5,4.5,4.1,33,15,32,80,68,45.6
addo_jack_in,Cotyledon velutina,s,n,si,sss,sss,sss,sss,sss,sss,l,l,l,l,l,l,4.6,9.3,10,9,7,7.98,3.5,4,5.3,4.4,3.5,4.14,210,110,133,150,142,149
knp_nkuhlu_full_out,Crabbea hirsuta,f,n,si,cuf,cuf,,,,cuf,h,h,,,,h,12,5.5,,,,8.75,3.5,2.5,,,,3,12,3,,,,7.5
knp_nkuhlu_full_in,Crabbea hirsuta,f,n,si,rf,rf,rf,rf,rf,rf,h,h,h,h,h,h,15.5,9.2,8.6,7.5,6.6,9.48,3.7,3,2.3,2.5,2.2,2.74,23,7,7.5,6.5,4.8,9.76
addo_nyathi_full_in,Crassula cultrata,f,n,si,sumf,sumf,sumf,sumf,sumf,sumf,m,h,h,h,h,h,3.8,4.8,4.3,4,4.4,4.26,1.6,1.5,1.6,1.5,1.5,1.54,18,26,20,13,28,21
addo_jack_in,Crassula cultrata,s,n,si,surf,surf,surf,surf,surf,surf,h,h,m,h,m,h,4.5,4.3,4,4,3.5,4.06,1.4,1,1,0.8,1.3,1.1,14,9,8,12,8,10.2
addo_jack_out,Crassula cultrata,f,n,si,sucuf,susf,susf,susf,susf,susf,h,m,m,m,m,m,3,3.6,4.2,4.5,3.2,3.7,0.6,1.3,1,1,0.8,0.94,16,26,31,34,30,27.4
addo_jack_out,Crassula expansa,f,n,si,surf,,,,,surf,h,,,,,h,0.5,,,,,0.5,0.2,,,,,0.2,12,,,,,12
addo_nyathi_full_out,Crassula expansa,f,n,si,surf,surf,surf,surf,surf,surf,m,m,m,m,m,m,0.8,0.6,0.7,1,1,0.82,0.2,0.1,0.1,0.1,0.1,0.12,7,3,2.5,4,2,3.7
addo_jack_out,Crassula ovata,s,n,si,sss,sss,sss,sss,sss,sss,h,h,h,h,h,h,4.2,4.2,5.3,5.5,4,4.64,2.1,2,2.6,2.7,2,2.28,30,38,44,64,47,44.6
addo_jack_in,Crassula ovata,s,n,si,susss,susss,susss,susss,susss,susss,m,m,m,m,h,m,3.2,4,3.5,4,3.5,3.64,2.5,2.5,2.4,2.5,2.5,2.48,85,196,14,36,120,90.2
addo_nyathi_full_out,Crassula perforata,f,n,si,sumf,sumf,sumf,sumf,sumf,sumf,m,m,m,m,m,m,3,3,2.8,1.8,3.6,2.84,1,1.2,1.3,1.2,1.3,1.2,77,87,92,94,92,88.4
addo_jack_in,Crassula pubescens,f,n,si,surf,surf,surf,surf,surf,surf,m,m,h,m,m,m,4,2.6,4.5,3,3.5,3.52,1,0.9,1.4,1,1.2,1.1,6,6,14,13,14,10.6
addo_nyathi_full_in,Crassula spathulata,f,n,si,sumf,sumf,susf,susf,sumf,sumf,l,l,l,l,l,l,1.5,2,1.5,1.4,2,1.68,1.5,2,1.6,1.2,2.1,1.68,13,3,8,15,14,10.6
addo_jack_out,Crassula spathulata,f,n,si,sucuf,susf,susf,susf,susf,susf,m,m,l,l,l,l,1.9,1.6,1.5,1.3,1.5,1.56,1.8,1.5,1.4,1.5,2,1.64,25,40,24,17,22,25.6
addo_nyathi_full_out,Crassula spathulata,f,n,si,sumf,sumf,sumf,sumf,sumf,sumf,m,m,m,m,m,m,1.3,1.4,1.5,2.3,2.5,1.8,2.1,1.2,1.5,1.4,2.2,1.68,38,40,35,20,56,37.8
addo_nyathi_full_in,Crassula tetragona,f,n,si,surf,surf,sucrf,sucrf,sucrf,sucrf,m,m,h,m,h,m,1,1.2,1.5,1.3,1,1.2,0.1,0.3,0.2,0.1,0.1,0.16,4,0.9,2,7,4,3.58
pnr_out,Crossandra greenstockii,f,n,si,cuf,cuf,,,,cuf,h,h,,,,h,6,7.5,,,,6.75,3.1,4,,,,3.55,6,2,,,,4
knp_roan_in,Cup leaf,f,n,si,sf,sf,sf,sf,sf,sf,l,l,l,l,l,l,2.5,2,4,2,2.4,2.58,2,1,2,0.9,1.5,1.48,30,12,35,36,30,28.6
knp_roan_out,Cup leaf,f,n,si,sf,sf,sf,sf,sf,sf,m,l,m,l,m,m,5,2.4,3,3,3,3.28,2.6,1.6,2,1,1.5,1.74,48,27,26,20,30,30.2
addo_nyathi_full_in,Cynanchum ellipticum,f,n,si,crf,clf,clf,,,clf,l,l,l,,,l,3,3.5,3.1,,,3.2,1.4,1.6,1.8,,,1.6,3,136,2,,,47
addo_nyathi_full_out,Cynanchum ellipticum,f,n,si,crf,clf,clf,clf,clf,clf,l,l,l,l,l,l,3,2.6,3,2.7,3.3,2.92,1.5,1.5,2.2,1.4,2.4,1.8,7,122,138,82,131,96
addo_nyathi_full_out,Delosperma subincanum,f,n,si,sucrf,sucrf,sumf,sumf,sumf,sumf,l,l,m,m,m,m,2.9,2.7,2.6,2.1,2.5,2.56,1,0.9,0.6,0.5,0.6,0.72,11,16,27,20,15,17.8
knp_satara_in,Dichrostachys cinerea,s,>2,si,mss,sss,mss,mss,,mss,l,m,m,m,,m,2.6,5,4,3.5,,3.775,2.3,4,3,3,,3.075,82,103,86,190,,115.25
knp_satara_in,Digitaria eriantha,g,n,si,at,at,sg,rt,rt,rt,m,m,l,l,l,l,39,35,14,40,58,37.2,0.7,1,0.6,0.4,0.5,0.64,53,54,40,24,31,40.4
knp_satara_out,Dovyalis zeyheri,s,<2,si,mss,,,,,mss,h,,,,,h,7,,,,,7,3.2,,,,,3.2,130,,,,,130
addo_jack_out,Drosanthemum hispidum,f,n,si,surf,surf,surf,surf,surf,surf,h,h,m,h,h,h,1.4,2,1.5,1.1,1.5,1.5,0.3,0.3,0.2,1.3,0.4,0.5,9,13,30,5,10,13.4
addo_nyathi_full_out,Drosanthemum hispidum,f,n,si,surf,surf,surf,surf,surf,surf,h,m,h,h,h,h,1.8,2,2.1,1.9,1.6,1.88,0.2,0.2,0.3,0.5,0.1,0.26,10,15,16,18,12,14.2
knp_roan_in,Ehretia amoena,s,n,si,mss,,,,,mss,l,,,,,l,9,,,,,9,2.6,,,,,2.6,60,,,,,60
knp_satara_in,Ehretia amoena,s,n,si,mss,,,,,mss,l,,,,,l,5.3,,,,,5.3,2.1,,,,,2.1,114,,,,,114
pnr_in,Ehretia rigida,s,n,si,mss,mss,sss,sss,mss,mss,h,h,l,l,h,h,5,5.6,4.6,2.9,3,4.22,2.3,2.2,1.5,1.5,1.2,1.74,210,240,165,152,130,179.4
addo_nyathi_full_out,Ehretia rigida,t,n,si,mst,,,,,mst,h,,,,,h,2,,,,,2,1.6,,,,,1.6,320,,,,,320
pnr_out,Ehretia rigida,s,n,si,sss,sss,sss,sss,,sss,l,l,l,l,,l,7.2,7,3.6,2,,4.95,3.2,4,1.8,1.5,,2.625,127,125,73,85,,102.5
knp_roan_out,Eragrostis superba,g,n,si,sg,sg,sg,sg,sg,sg,l,l,l,l,l,l,13,11,14,17,14.5,13.9,0.5,0.3,0.5,0.5,0.6,0.48,50,51,35,40,60,47.2
knp_satara_in,Eriosema sp. 1,f,n,si,crf,clf,clf,sf,clf,clf,m,m,m,m,l,m,7,8.5,8.5,13,12,9.8,10,6,8,13,12,9.8,10,25,23,190,5,50.6
knp_nkuhlu_full_out,Euclea divinorum,s,n,si,mss,mss,,,,mss,eh,eh,,,,eh,6.5,6.5,,,,6.5,1.2,1.7,,,,1.45,180,160,,,,170
pnr_in,Euclea divinorum,s,n,si,sss,sss,sss,,,sss,l,l,l,,,l,9.1,9.5,9.1,,,9.233333333,3.7,5,4,,,4.233333333,90,84,125,,,99.66666667
knp_satara_in,Euclea divinorum,s,n,si,sss,,,,,sss,m,,,,,m,3,,,,,3,1.5,,,,,1.5,200,,,,,200
addo_jack_in,Euclea undulata,t,n,si,mss,mst,mst,mst,mst,mst,m,h,h,m,h,h,2.2,2.1,2,2,1.5,1.96,0.7,0.7,0.9,1.1,0.9,0.86,295,296,420,275,245,306.2
addo_jack_out,Euclea undulata,t,n,si,mst,mst,mst,mst,sss,mst,h,m,m,m,m,m,2.2,2,2,2,2.3,2.1,1,1.5,1.5,0.6,1,1.12,310,340,315,350,150,293
addo_nyathi_full_in,Euphorbia mauritanica,f,n,si,surf,,,,,surf,h,,,,,h,0.6,,,,,0.6,0.2,,,,,0.2,161,,,,,161
knp_nkuhlu_full_in,Evolvulus alsinoides,f,n,si,sf,sf,sf,sf,sf,sf,l,l,l,l,l,l,1.9,1.1,2,2,1.7,1.74,0.7,0.3,0.6,0.7,0.5,0.56,3.8,9,25,9,20,13.36
knp_nkuhlu_full_out,Evolvulus alsinoides,f,n,si,rf,rf,sf,sf,sf,sf,l,l,l,l,l,l,0.8,1.2,1,1.1,1.3,1.08,0.5,0.5,0.6,0.4,0.5,0.5,2.5,16,21,20,33,18.5
knp_satara_in,Evolvulus alsinoides,f,n,si,sf,,,,,sf,l,,,,,l,1.2,,,,,1.2,0.5,,,,,0.5,6,,,,,6
knp_satara_out,Evolvulus alsinoides,f,n,si,sf,sf,sf,,,sf,l,l,l,,,l,1.3,1.2,1.9,,,1.466666667,0.2,0.6,0.7,,,0.5,13,6,31,,,16.66666667
knp_roan_in,Evolvulus sericeus,f,n,si,mf,sf,sf,sf,sf,sf,l,l,l,l,l,l,1.5,2,1.5,2.1,2.5,1.92,0.7,1,0.8,0.9,1,0.88,30,25,10,30,20,23
knp_roan_out,Evolvulus sericeus,f,n,si,sf,sf,rf,,,sf,l,l,l,,,l,0.8,1,1,,,0.9333333333,0.3,0.3,0.2,,,0.2666666667,30,14,25,,,23
pnr_out,Evolvulus sericeus,f,n,si,sf,sf,,,,sf,l,l,,,,l,2,2.2,,,,2.1,1,1.1,,,,1.05,30,25,,,,27.5
addo_nyathi_full_in,Flueggea verrucosa,s,n,si,mss,mss,mss,mss,mss,mss,h,h,m,h,m,h,0.8,1.5,1.6,1.5,1.9,1.46,0.7,1,1,0.9,1.4,1,200,154,214,188,185,188.2
knp_nkuhlu_full_out,Flueggea virosa,s,n,si,mss,mss,mss,,,mss,m,h,h,,,h,2.2,2.2,2,,,2.133333333,1.4,1.4,1.8,,,1.533333333,94,113,83,,,96.66666667
knp_roan_out,Flueggea virosa,s,>2,si,mss,,,,,mss,h,,,,,h,1.7,,,,,1.7,1,,,,,1,110,,,,,110
knp_satara_in,Flueggea virosa,s,<2,si,mss,mss,mss,,,mss,l,m,l,,,l,1.7,3,1.5,,,2.066666667,1,1.5,1.1,,,1.2,137,125,110,,,124
knp_satara_out,Flueggea virosa,s,n,si,mss,sss,sss,sss,sss,sss,m,m,m,l,eh,m,1.6,1.6,1.8,1,2.5,1.7,1,0.8,1,0.7,1.5,1,101,93,100,140,90,104.8
pnr_out,Gardenia volkensii,s,n,si,sss,sss,,,,sss,h,h,,,,h,3,3.3,,,,3.15,1,1.5,,,,1.25,84,12,,,,48
knp_nkuhlu_full_in,Grewia bicolor,s,n,si,mss,mss,mss,mss,mst,mss,h,eh,h,h,l,h,7.5,5,7.2,6.8,4.2,6.14,3.5,1.8,2.3,2.1,2,2.34,195,190,210,210,220,205
pnr_out,Grewia bicolor,s,n,si,sss,,,,,sss,l,,,,,l,8,,,,,8,5.5,,,,,5.5,110,,,,,110
knp_satara_out,Grewia bicolor,s,n,si,mss,mss,,,,mss,m,m,,,,m,7.9,7,,,,7.45,3.5,3,,,,3.25,140,93,,,,116.5
knp_nkuhlu_full_in,Grewia flava,s,n,si,mss,,,,,mss,m,,,,,m,4.5,,,,,4.5,2,,,,,2,120,,,,,120
knp_nkuhlu_full_in,Grewia flavescens,t,n,si,mss,mss,mss,mss,mss,mss,h,h,h,h,h,h,7,4.3,7.8,8,6.5,6.72,2.7,1.8,3.4,3.5,3,2.88,250,225,137,190,150,190.4
knp_nkuhlu_full_out,Grewia flavescens,s,n,si,mss,mss,mss,,,mss,l,m,m,,,m,3.5,4.3,8.4,,,5.4,1.9,2,3.4,,,2.433333333,63,41,50,,,51.33333333
pnr_out,Grewia occidentalis,s,n,si,mss,,,,,mss,eh,,,,,eh,4,,,,,4,2.5,,,,,2.5,220,,,,,220
addo_nyathi_full_in,Grewia occidentalis,s,n,si,mss,mss,mss,mss,mss,mss,l,h,l,m,l,l,2.5,3,2.2,2.9,2.8,2.68,1.5,1.6,1,1.7,1.5,1.46,130,250,95,149,120,148.8
addo_nyathi_full_out,Grewia occidentalis,s,n,si,mss,sss,mss,,,mss,l,l,l,,,l,4.5,4.5,5,4.5,3.5,4.4,3,3.2,3.2,3.2,2.5,3.02,85,18,85,,,62.66666667
knp_nkuhlu_full_in,Grewia villosa,s,n,si,sss,,,,,sss,l,,,,,l,10,,,,,10,9,,,,,9,185,,,,,185
addo_jack_in,Gymnosporia buxifolia,s,>2,si,mss,sss,sss,mss,mss,mss,l,m,l,h,h,l,4.2,4.5,6.2,5.9,6.3,5.42,1,1.5,0.9,1,1.1,1.1,52,64,136,197,163,122.4
addo_nyathi_full_in,Gymnosporia buxifolia,s,>2,si,mss,sss,,,,mss,m,m,,,,m,4,4.3,3.5,4.5,2.5,3.76,2,1.5,1.5,1.8,1,1.56,266,90,,,,178
addo_nyathi_full_out,Gymnosporia buxifolia,s,>2,si,sss,sss,sss,sss,mss,sss,m,h,h,m,m,m,4.5,3,2.5,4.6,3,3.52,0.7,0.6,0.6,1,0.9,0.76,140,51,54,115,230,118
knp_nkuhlu_full_in,Gymnosporia maranguensis,t,>2,si,sst,mst,,,,mst,m,eh,,,,h,1.7,3.2,,,,2.45,0.6,1.3,,,,0.95,210,215,,,,212.5
addo_nyathi_full_out,Gymnosporia polyacanthus,s,>2,si,mss,mss,mss,mss,mss,mss,eh,eh,eh,eh,eh,eh,3,2.7,2.7,2.7,3,2.82,0.8,0.8,0.6,0.7,0.6,0.7,156,161,161,207,143,165.6
addo_jack_in,Gymnosporia polyacanthus,s,>2,si,sss,mss,sss,sss,mss,sss,eh,eh,eh,l,h,eh,3.5,4,4,5.2,3.5,4.04,1,1,0.8,1.2,0.6,0.92,26,167,44,164,156,111.4
addo_nyathi_full_in,Gymnosporia polyacanthus,s,>2,si,sss,sss,sss,sss,sss,sss,l,l,l,l,l,l,4.3,5,3.5,4,5,4.36,1,1,0.7,1,1.4,1.02,164,156,120,170,111,144.2
addo_jack_out,Gymnosporia polyacanthus,s,>2,si,sss,sss,mss,sss,sss,sss,m,m,l,m,m,m,3.5,3.9,2.5,3.5,4.2,3.52,0.7,1,1,0.9,1.2,0.96,66,73.5,70,47,45,60.3
knp_satara_in,Gymnosporia senegalensis,s,>2,si,mss,mss,sss,mss,mss,mss,h,m,m,eh,eh,eh,5,4.5,4.5,6,5.4,5.08,3.2,1.9,2.5,2,2.3,2.38,190,220,130,250,268,211.6
knp_roan_in,Gymnosporia senegalensis,s,n,si,sss,mss,sss,,,sss,m,m,l,,,m,7.7,6,7.6,,,7.1,2.6,2.2,2.6,,,2.466666667,56,63,35,,,51.33333333
knp_roan_out,Hairy climber,f,n,si,clf,clf,clf,clf,clf,clf,l,l,l,l,l,l,6,5,7.2,7.5,8,6.74,2.5,2.5,2.6,3.8,3.5,2.98,50,70,41,105,80,69.2
knp_nkuhlu_full_out,Heliotropium ciliatum,f,n,si,sf,sf,sf,sf,sf,sf,l,l,l,l,l,l,3.2,2.6,2.5,2.3,3,2.72,0.7,0.6,0.8,0.5,0.6,0.64,78,58,50,74,71,66.2
knp_roan_out,Heliotropium steudneri,f,n,si,mf,rf,rf,rf,sf,rf,h,h,h,h,m,h,3.6,3.7,4.2,5,5.5,4.4,0.6,0.4,0.8,1,1,0.76,35,40,40,50,48,42.6
knp_satara_in,Heliotropium steudneri,f,n,si,sf,sf,mf,mf,mf,mf,l,l,l,m,l,l,4.8,3.6,3,2.1,2.9,3.28,0.8,0.6,0.6,0.6,0.6,0.64,43,30,38,24,55,38
knp_satara_out,Heliotropium steudneri,f,n,si,sf,sf,rf,rf,sf,sf,l,l,l,m,l,l,4.5,3.5,1.6,1.2,3.2,2.8,0.6,0.7,0.4,0.3,0.5,0.5,30,31,35,55,49,40
pnr_out,Heliotropium steudneri,f,n,si,sf,sf,sf,sf,sf,sf,l,l,l,l,l,l,3.2,3,3,4.5,5.5,3.84,0.8,0.6,1.1,0.7,1.2,0.88,20,11,18,67,20,27.2
knp_roan_out,Heliotropium strigosum,f,n,si,mf,,,,,mf,m,,,,,m,3,,,,,3,0.5,,,,,0.5,23,,,,,23
addo_nyathi_full_out,Hermannia althaeoides,f,n,si,mf,mf,rf,rf,rf,rf,l,l,l,l,l,l,1.6,2.6,2.1,3.6,2.3,2.44,1,1.5,1.9,1.9,1.2,1.5,41,19,29,17,14,24
knp_nkuhlu_full_in,Hermbstaedtia odorata,f,n,si,mf,mf,mf,,,mf,l,l,l,,,l,3,3.1,4,,,3.366666667,0.9,0.6,1.2,,,0.9,30,35,37,,,34
knp_nkuhlu_full_out,Hermbstaedtia odorata,f,n,si,sf,sf,sf,sf,sf,sf,l,l,l,l,l,l,4.5,2.1,2.5,2.5,2.4,2.8,0.4,0.3,0.4,0.3,0.2,0.32,16,30,42,27,38,30.6
knp_nkuhlu_full_out,Hibiscus micranthus,f,n,si,sf,sf,sf,sf,sf,sf,l,l,l,l,l,l,2.5,7.5,2,4.4,4.5,4.18,1.2,1.5,1.4,2.5,2.4,1.8,80,51,60,57,38,57.2
knp_satara_out,Hibiscus micranthus,f,n,si,sf,sf,sf,sf,sf,sf,l,m,l,l,m,l,3.4,2.5,4.4,3.4,4.4,3.62,1.7,1,2,1.5,2.2,1.68,23,62,79,55,44,52.6
knp_satara_in,Hibiscus micranthus,f,n,si,rf,rf,rf,rf,sf,rf,l,m,l,m,m,m,1.4,4.7,3,2.4,2.6,2.82,1.2,2.9,1.6,1.3,1.8,1.76,11,91,83,75,83,68.6
knp_nkuhlu_full_in,Hibiscus micranthus,f,n,si,sf,sf,sf,sf,sf,sf,m,l,m,m,m,m,3.5,3,3.5,2.5,2.9,3.08,2.6,2.1,2.8,2.6,1.9,2.4,62,30,50,50,53.5,49.1
knp_satara_out,Hibiscus sidiformis,f,n,si,rf,rf,sf,sf,sf,sf,m,m,m,m,l,m,3.5,3.6,3.6,3,2.9,3.32,2.6,3.3,3.5,3.2,3.1,3.14,28,24,43,63,39,39.4
knp_nkuhlu_full_out,Hibiscus vitifolius,f,n,si,sf,sf,,,,sf,l,l,,,,l,4.1,7.4,,,,5.75,3.3,4.1,,,,3.7,18.3,36,,,,27.15
knp_nkuhlu_full_in,Hibiscus vitifolius,f,n,si,sf,sf,sf,,,sf,m,l,m,,,m,4.1,7.5,1.5,,,4.366666667,4,6.1,8.3,,,6.133333333,18,66,134,,,72.66666667
addo_nyathi_full_out,Hypoestes aristata,f,n,si,rf,rf,rf,rf,sf,rf,l,l,l,l,l,l,2,1.6,2.4,1.9,1.5,1.88,1.5,1.4,1.2,1.5,1.3,1.38,41,55,53,90,44,56.6
addo_nyathi_full_out,Hypoestes aristata,f,n,si,sf,mf,rf,rf,rf,rf,l,l,m,m,m,m,4.7,5.3,4.5,3,4,4.3,2,2.5,2.5,2,2,2.2,20,28,34,32,28,28.4
addo_nyathi_full_in,Hypoestes aristata,f,n,si,sf,sf,sf,sf,sf,sf,m,m,m,m,l,m,3.5,5.9,5.9,4.4,4,4.74,2,2.5,2.5,1.8,1.8,2.12,24,21,23,29,26,24.6
addo_nyathi_full_in,Hypoestes forskaolii,f,n,si,sf,mf,,,,sf,l,l,,,,l,2.4,1.7,,,,2.05,1.6,1.4,,,,1.5,30,6.5,,,,18.25
knp_roan_out,Indigofera holubii,f,n,si,rf,sf,sf,rf,rf,rf,m,l,l,m,m,m,6.5,5.5,1.2,5.5,7.5,5.24,5,3,5,4,4,4.2,70,47,38,45,50,50
knp_nkuhlu_full_out,Ipomoea plebeia,f,n,si,clf,clf,,,,clf,l,l,,,,l,9.7,4,,,,6.85,3.9,2.1,,,,3,32.5,56,,,,44.25
knp_satara_in,Ipomoea plebeia,f,n,si,clf,clf,,,,clf,l,l,,,,l,2.6,2.5,,,,2.55,2.3,2.2,,,,2.25,16,22,,,,19
knp_satara_out,Ipomoea plebeia,f,n,si,sf,clf,rf,rf,rf,rf,l,l,l,l,l,l,3.1,3.8,2,2,2.3,2.64,2.1,2,1.8,1.5,1.6,1.8,20,20,10,65,7,24.4
knp_satara_out,Ipomoea sinensis,f,n,si,cuf,cuf,clf,,,cuf,m,l,l,,,l,4.7,3.5,2.5,,,3.566666667,4.1,2.5,3,,,3.2,17,10,27,,,18
pnr_out,Ipomoea sinensis,f,n,si,crf,crf,clf,crf,clf,crf,m,m,m,h,m,m,5,3.7,3.5,4,4.1,4.06,4.2,2.7,2.5,3.1,3,3.1,8,5,45,11,41,22
knp_roan_in,Jasminum stenolobum,s,n,si,sss,mss,mss,mss,mss,mss,m,m,m,eh,m,m,5,4.2,4.5,4.2,5.1,4.6,1.5,1.1,0.8,1.4,1.2,1.2,90,67,63,105,45,74
addo_nyathi_full_in,Jatropha capensis,s,n,si,mss,mss,sss,sss,sss,sss,l,l,l,l,l,l,5.2,7,6.4,4.7,5.5,5.76,1.6,2,1.9,1.2,1.8,1.7,52,62,54,42,120,66
knp_nkuhlu_full_out,Justicia flava,f,n,si,sf,sf,sf,sf,sf,sf,m,l,m,m,l,m,6.5,5,5.3,4.5,4.5,,2.7,1.4,1.6,2,2.5,,20,28,15,20,23.5,21.3
